"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","Check Content","Fix Text","CCI","NIST SP 800-53 Revision 4 References","Legacy",
"V-218056","medium","SRG-OS-000343","SV-218056r505923_rule","RHEL-06-000311","The audit system must provide a warning when allocated audit record storage volume reaches a documented percentage of maximum audit record storage capacity.","Notifying administrators of an impending disk space problem may allow them to take corrective action prior to any disruption.","Inspect ""/etc/audit/auditd.conf"" and locate the following line to determine whether the system is configured to email the administrator when disk space is starting to run low: 

# grep space_left /etc/audit/auditd.conf 

space_left = [num_megabytes]


If the ""num_megabytes"" value does not correspond to a documented value for remaining audit partition capacity or if there is no locally documented value for remaining audit partition capacity, this is a finding.","The ""auditd"" service can be configured to take an action when disk space starts to run low. Edit the file ""/etc/audit/auditd.conf"". Modify the following line, substituting [num_megabytes] appropriately: 

space_left = [num_megabytes]

The ""num_megabytes"" value should be set to a fraction of the total audit storage capacity available that will allow a system administrator to be notified with enough time to respond to the situation causing the capacity issues.  This value must also be documented locally.","CCI-001855","AU-5 (1)","V-38678; SV-50479",
"V-218057","medium","SRG-OS-000046","SV-218057r505923_rule","RHEL-06-000313","The audit system must identify staff members to receive notifications of audit log storage volume capacity issues.","Email sent to the root account is typically aliased to the administrators of the system, who can take appropriate action.","Inspect ""/etc/audit/auditd.conf"" and locate the following line to determine if the system is configured to send email to an account when it needs to notify an administrator: 

action_mail_acct = root


If auditd is not configured to send emails per identified actions, this is a finding.","The ""auditd"" service can be configured to send email to a designated account in certain situations. Add or correct the following line in ""/etc/audit/auditd.conf"" to ensure that administrators are notified via email for those situations: 

action_mail_acct = root","CCI-000139","AU-5 a","V-38680; SV-50481",
"V-218058","medium","SRG-OS-000095","SV-218058r505923_rule","RHEL-06-000315","The Bluetooth kernel module must be disabled.","If Bluetooth functionality must be disabled, preventing the kernel from loading the kernel module provides an additional safeguard against its activation.","If the system is configured to prevent the loading of the ""bluetooth"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r bluetooth /etc/modprobe.conf /etc/modprobe.d | grep -i ""/bin/true""| grep -v ""#""

If no line is returned, this is a finding.

If the system is configured to prevent the loading of the ""net-pf-31"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r net-pf-31 /etc/modprobe.conf /etc/modprobe.d | grep -i ""/bin/true"" | grep -v ""#""

If no line is returned, this is a finding.","The kernel's module loading system can be configured to prevent loading of the Bluetooth module. Add the following to the appropriate ""/etc/modprobe.d"" configuration file to prevent the loading of the Bluetooth module: 

install net-pf-31 /bin/true
install bluetooth /bin/true","CCI-000381","CM-7 a","V-38682; SV-50483",
"V-218059","low","SRG-OS-000027","SV-218059r505923_rule","RHEL-06-000319","The system must limit users to 10 simultaneous system logins, or a site-defined number, in accordance with operational requirements.","Limiting simultaneous user logins can insulate the system from denial of service problems caused by excessive logins. Automated login processes operating improperly or maliciously may result in an exceptional number of simultaneous login sessions.","Run the following command to ensure the ""maxlogins"" value is configured for all users on the system:

$ grep ""maxlogins"" /etc/security/limits.conf /etc/security/limits.d/*.conf

You should receive output similar to the following:

* hard maxlogins 10

If it is not similar, this is a finding. ","Limiting the number of allowed users and sessions per user can limit risks related to denial of service attacks. This addresses concurrent sessions for a single account and does not address concurrent sessions by a single user via multiple accounts. To set the number of concurrent sessions per user add the following line in ""/etc/security/limits.conf"": 

* hard maxlogins 10

A documented site-defined number may be substituted for 10 in the above.","CCI-000054","AC-10","V-38684; SV-50485",
"V-218060","medium","SRG-OS-000480","SV-218060r505923_rule","RHEL-06-000320","The systems local firewall must implement a deny-all, allow-by-exception policy for forwarded packets.","In ""iptables"" the default policy is applied only after all the applicable rules in the table are examined for a match. Setting the default policy to ""DROP"" implements proper design for a firewall, i.e., any packets which are not explicitly permitted should not be accepted.","Run the following command to ensure the default ""FORWARD"" policy is ""DROP"": 

# iptables -nvL | grep -i forward

Chain FORWARD (policy DROP 0 packets, 0 bytes)

If the default policy for the FORWARD chain is not set to DROP, this is a finding.","To set the default policy to DROP (instead of ACCEPT) for the built-in FORWARD chain which processes packets that will be forwarded from one interface to another, add or correct the following line in ""/etc/sysconfig/iptables"": 

:FORWARD DROP [0:0]","CCI-000366","CM-6 b","V-38686; SV-50487",
"V-218061","low","SRG-OS-000480","SV-218061r505923_rule","RHEL-06-000321","The system must provide VPN connectivity for communications over untrusted networks.","Providing the ability for remote users or systems to initiate a secure VPN connection protects information when it is transmitted over a wide area network.","If the system does not communicate over untrusted networks, this is not applicable.

Run the following command to determine if the ""libreswan"" package is installed: 

# rpm -q libreswan

If the package is not installed, this is a finding.","The “libreswan” package provides an implementation of IPsec and IKE, which permits the creation of secure tunnels over untrusted networks. The ""libreswan"" package can be installed with the following command: 

# yum install libreswan
","CCI-000366","CM-6 b","V-38687; SV-50488",
"V-218062","medium","SRG-OS-000024","SV-218062r505923_rule","RHEL-06-000324","A login banner must be displayed immediately prior to, or as part of, graphical desktop environment login prompts.","An appropriate warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers.","If the GConf2 package is not installed, this is not applicable.

To ensure a login warning banner is enabled, run the following: 

$ gconftool-2 --direct --config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory --get /apps/gdm/simple-greeter/banner_message_enable

Search for the ""banner_message_enable"" schema. If properly configured, the ""default"" value should be ""true"". 
If it is not, this is a finding.","To enable displaying a login warning banner in the GNOME Display Manager's login screen, run the following command: 

# gconftool-2 --direct \
--config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory \
--type bool \
--set /apps/gdm/simple-greeter/banner_message_enable true

To display a banner, this setting must be enabled and then banner text must also be set.","CCI-000050","AC-8 b","V-38688; SV-50489",
"V-218063","medium","SRG-OS-000228","SV-218063r505923_rule","RHEL-06-000326","The Department of Defense (DoD) login banner must be displayed immediately prior to, or as part of, graphical desktop environment login prompts.","An appropriate warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers.","If the GConf2 package is not installed, this is not applicable.

To ensure login warning banner text is properly set, run the following: 

$ gconftool-2 --direct --config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory --get /apps/gdm/simple-greeter/banner_message_text

If properly configured, the proper banner text will appear within this schema. 

The DoD required text is either: 

""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. By using this IS (which includes any device attached to this IS), you consent to the following conditions: 
-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. 
-At any time, the USG may inspect and seize data stored on this IS. 
-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. 
-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy. 
-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details."" 

OR: 

""I've read & consent to terms in IS user agreem't.""

If the DoD required banner text does not appear in the schema, this is a finding.","To set the text shown by the GNOME Display Manager in the login screen, run the following command: 

# gconftool-2
--direct \
--config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory \
--type string \
--set /apps/gdm/simple-greeter/banner_message_text \
""[DoD required text]""

Where the DoD required text is either: 

""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. By using this IS (which includes any device attached to this IS), you consent to the following conditions: 
-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. 
-At any time, the USG may inspect and seize data stored on this IS. 
-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. 
-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy. 
-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details."" 

OR: 

""I've read & consent to terms in IS user agreem't.""

When entering a warning banner that spans several lines, remember to begin and end the string with """""". This command writes directly to the file ""/etc/gconf/gconf.xml.mandatory/apps/gdm/simple-greeter/%gconf.xml"", and this file can later be edited directly if necessary.","CCI-001384, CCI-001385, CCI-001386, CCI-001387, CCI-001388","AC-8 c 1;AC-8 c 2;AC-8 c 3","V-38689; SV-50490",
"V-218064","medium","SRG-OS-000095","SV-218064r505923_rule","RHEL-06-000331","The Bluetooth service must be disabled.","Disabling the ""bluetooth"" service prevents the system from attempting connections to Bluetooth devices, which entails some security risk. Nevertheless, variation in this risk decision may be expected due to the utility of Bluetooth connectivity and its limited range.","To check that the ""bluetooth"" service is disabled in system boot configuration, run the following command: 

# chkconfig ""bluetooth"" --list

Output should indicate the ""bluetooth"" service has either not been installed or has been disabled at all runlevels, as shown in the example below: 

# chkconfig ""bluetooth"" --list
""bluetooth"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off


If the service is configured to run, this is a finding.","The ""bluetooth"" service can be disabled with the following command: 

# chkconfig bluetooth off



# service bluetooth stop","CCI-000381","CM-7 a","V-38691; SV-50492",
"V-218065","low","SRG-OS-000003","SV-218065r505923_rule","RHEL-06-000334","Accounts must be locked upon 35 days of inactivity.","Disabling inactive accounts ensures that accounts which may not have been responsibly removed are not available to attackers who may have compromised their credentials.","To verify the ""INACTIVE"" setting, run the following command: 

grep ""INACTIVE"" /etc/default/useradd

The output should indicate the ""INACTIVE"" configuration option is set to an appropriate integer as shown in the example below: 

# grep ""INACTIVE"" /etc/default/useradd
INACTIVE=35

If it does not, this is a finding.","To specify the number of days after a password expires (which signifies inactivity) until an account is permanently disabled, add or correct the following lines in ""/etc/default/useradd"", substituting ""[NUM_DAYS]"" appropriately: 

INACTIVE=[NUM_DAYS]

A value of 35 is recommended. If a password is currently on the verge of expiration, then 35 days remain until the account is automatically disabled. However, if the password will not expire for another 60 days, then 95 days could elapse until the account would be automatically disabled. See the ""useradd"" man page for more information. Determining the inactivity timeout must be done with careful consideration of the length of a ""normal"" period of inactivity for users in the particular environment. Setting the timeout too low incurs support costs and also has the potential to impact availability of the system to legitimate users.","CCI-000017","AC-2 (3)","V-38692; SV-50493",
"V-218066","low","SRG-OS-000118","SV-218066r505923_rule","RHEL-06-000335","The operating system must manage information system identifiers for users and devices by disabling the user identifier after an organization defined time period of inactivity.","Disabling inactive accounts ensures that accounts which may not have been responsibly removed are not available to attackers who may have compromised their credentials.","To verify the ""INACTIVE"" setting, run the following command: 

grep ""INACTIVE"" /etc/default/useradd

The output should indicate the ""INACTIVE"" configuration option is set to an appropriate integer as shown in the example below: 

# grep ""INACTIVE"" /etc/default/useradd
INACTIVE=35

If it does not, this is a finding.","To specify the number of days after a password expires (which signifies inactivity) until an account is permanently disabled, add or correct the following lines in ""/etc/default/useradd"", substituting ""[NUM_DAYS]"" appropriately: 

INACTIVE=[NUM_DAYS]

A value of 35 is recommended. If a password is currently on the verge of expiration, then 35 days remain until the account is automatically disabled. However, if the password will not expire for another 60 days, then 95 days could elapse until the account would be automatically disabled. See the ""useradd"" man page for more information. Determining the inactivity timeout must be done with careful consideration of the length of a ""normal"" period of inactivity for users in the particular environment. Setting the timeout too low incurs support costs and also has the potential to impact availability of the system to legitimate users.","CCI-000795","IA-4 e","V-38694; SV-50495",
"V-218067","low","SRG-OS-000480","SV-218067r505923_rule","RHEL-06-000336","The sticky bit must be set on all public directories.","Failing to set the sticky bit on public directories allows unauthorized users to delete files in the directory structure. 

The only authorized public directories are those temporary directories supplied with the system, or those designed to be temporary file repositories. The setting is normally reserved for directories used by the system, and by users for temporary file storage - such as /tmp - and for directories requiring global read/write access.","To find world-writable directories that lack the sticky bit, run the following command for each local partition [PART]: 

# find [PART] -xdev -type d -perm -002 \! -perm -1000


If any world-writable directories are missing the sticky bit, this is a finding.","When the so-called 'sticky bit' is set on a directory, only the owner of a given file may remove that file from the directory. Without the sticky bit, any user with write access to a directory may remove any file in the directory. Setting the sticky bit prevents users from removing each other's files. In cases where there is no reason for a directory to be world-writable, a better solution is to remove that permission rather than to set the sticky bit. However, if a directory is used by a particular application, consult that application's documentation instead of blindly changing modes. 
To set the sticky bit on a world-writable directory [DIR], run the following command: 

# chmod +t [DIR]","CCI-000366","CM-6 b","V-38697; SV-50498",
"V-218068","low","SRG-OS-000480","SV-218068r505923_rule","RHEL-06-000337","All public directories must be owned by a system account.","Allowing a user account to own a world-writable directory is undesirable because it allows the owner of that directory to remove or replace any files that may be placed in the directory by other users.","The following command will discover and print world-writable directories that are not owned by a system account, given the assumption that only system accounts have a uid lower than 500. Run it once for each local partition [PART]: 

# find [PART] -xdev -type d -perm -0002 -uid +499 -print


If there is output, this is a finding.","All directories in local partitions which are world-writable should be owned by root or another system account. If any world-writable directories are not owned by a system account, this should be investigated. Following this, the files should be deleted or assigned to an appropriate group.","CCI-000366","CM-6 b","V-38699; SV-50500",
"V-218069","high","SRG-OS-000480","SV-218069r505923_rule","RHEL-06-000338","The TFTP daemon must operate in secure mode which provides access only to a single directory on the host file system.","Using the ""-s"" option causes the TFTP service to only serve files from the given directory. Serving files from an intentionally specified directory reduces the risk of sharing files which should remain private.","Verify the ""tftp"" package is installed:
# rpm -qa | grep -i tftp
tftp-5.2-22.e16.x86_64

If the ""tftp"" package is not installed, this is Not Applicable.

Verify ""tftp"" is configured by with the ""-s"" option by running the following command: 

grep ""server_args"" /etc/xinetd.d/tftp

The output should indicate the ""server_args"" variable is configured with the ""-s"" flag, matching the example below:

# grep ""server_args"" /etc/xinetd.d/tftp
server_args = -s /var/lib/tftpboot

If it does not, this is a finding.","If running the ""tftp"" service is necessary, it should be configured to change its root directory at startup. To do so, ensure ""/etc/xinetd.d/tftp"" includes ""-s"" as a command line argument, as shown in the following example (which is also the default): 

server_args = -s /var/lib/tftpboot","CCI-000366","CM-6 b","V-38701; SV-50502",
"V-218070","low","SRG-OS-000037","SV-218070r505923_rule","RHEL-06-000339","The FTP daemon must be configured for logging or verbose mode.","To trace malicious activity facilitated by the FTP service, it must be configured to ensure that all commands sent to the ftp server are logged using the verbose vsftpd log format. The default vsftpd log file is /var/log/vsftpd.log.","Verify the ""vsftpd"" package is installed:
# rpm -qa | grep -i vsftpd
vsftpd-3.0.2-22.e16.x86_64

If the ""vsftpd"" package is not installed, this is Not Applicable.

Find if logging is applied to the ftp daemon. 

Procedures: 

If vsftpd is started by xinetd the following command will indicate the xinetd.d startup file. 

# grep vsftpd /etc/xinetd.d/*

# grep server_args [vsftpd xinetd.d startup file]

This will indicate the vsftpd config file used when starting through xinetd. If the [server_args]line is missing or does not include the vsftpd configuration file, then the default config file (/etc/vsftpd/vsftpd.conf) is used. 

# grep xferlog_enable [vsftpd config file]

If xferlog_enable is missing, or is not set to yes, this is a finding.","Add or correct the following configuration options within the ""vsftpd"" configuration file, located at ""/etc/vsftpd/vsftpd.conf"". 

xferlog_enable=YES
xferlog_std_format=NO
log_ftp_protocol=YES","CCI-000130","AU-3","V-38702; SV-50503",
"V-218071","medium","SRG-OS-000480","SV-218071r505923_rule","RHEL-06-000340","The snmpd service must use only SNMP protocol version 3 or newer.","Earlier versions of SNMP are considered insecure, as they potentially allow unauthorized access to detailed system management information.","Verify the ""snmp"" package is installed:

# rpm -qa | grep -i snmp
net-snmp-5.7.1-31.2.x86_64.rpm

If the package is not installed, this is Not Applicable.

To ensure only SNMPv3 or newer is used, run the following command: 

# grep 'v1\|v2c\|com2sec' /etc/snmp/snmpd.conf | grep -v '^#'

There should be no output. 

If there is output, this is a finding.","Edit ""/etc/snmp/snmpd.conf"", removing any references to ""v1"", ""v2c"", or ""com2sec"". Upon doing that, restart the SNMP service: 

# service snmpd restart","CCI-000366","CM-6 b","V-38660; SV-50461",
"V-218072","high","SRG-OS-000480","SV-218072r505923_rule","RHEL-06-000341","The snmpd service must not use a default password.","Presence of the default SNMP password enables querying of different system aspects and could result in unauthorized knowledge of the system.","Verify the ""snmp"" package is installed:

# rpm -qa | grep -i snmp
net-snmp-5.7.1-31.2.x86_64.rpm

If the package is not installed, this is Not Applicable.

To ensure the default password is not set, run the following command: 

# grep -v ""^#"" /etc/snmp/snmpd.conf| grep public

There should be no output. 

If there is output, this is a finding.","Edit ""/etc/snmp/snmpd.conf"", remove default community string ""public"". Upon doing that, restart the SNMP service: 

# service snmpd restart","CCI-000366","CM-6 b","V-38653; SV-50454",
"V-218073","low","SRG-OS-000480","SV-218073r505923_rule","RHEL-06-000342","The system default umask for the bash shell must be 077.","The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.","Verify the ""umask"" setting is configured correctly in the ""/etc/bashrc"" file by running the following command: 

# grep ""umask"" /etc/bashrc

All output must show the value of ""umask"" set to 077, as shown below: 

# grep ""umask"" /etc/bashrc
umask 077
umask 077


If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask for users of the Bash shell is set properly, add or correct the ""umask"" setting in ""/etc/bashrc"" to read as follows: 

umask 077","CCI-000366","CM-6 b","V-38651; SV-50452",
"V-218074","low","SRG-OS-000480","SV-218074r505923_rule","RHEL-06-000343","The system default umask for the csh shell must be 077.","The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.","Verify the ""umask"" setting is configured correctly in the ""/etc/csh.cshrc"" file by running the following command: 

# grep ""umask"" /etc/csh.cshrc

All output must show the value of ""umask"" set to 077, as shown in the below: 

# grep ""umask"" /etc/csh.cshrc
umask 077


If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask for users of the C shell is set properly, add or correct the ""umask"" setting in ""/etc/csh.cshrc"" to read as follows: 

umask 077","CCI-000366","CM-6 b","V-38649; SV-50450",
"V-218075","low","SRG-OS-000480","SV-218075r505923_rule","RHEL-06-000344","The system default umask in /etc/profile must be 077.","The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.","Verify the ""umask"" setting is configured correctly in the ""/etc/profile"" file by running the following command: 

# grep ""umask"" /etc/profile

All output must show the value of ""umask"" set to 077, as shown in the below: 

# grep ""umask"" /etc/profile
umask 077


If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask controlled by ""/etc/profile"" is set properly, add or correct the ""umask"" setting in ""/etc/profile"" to read as follows: 

umask 077","CCI-000366","CM-6 b","V-38647; SV-50448",
"V-218076","low","SRG-OS-000480","SV-218076r505923_rule","RHEL-06-000345","The system default umask in /etc/login.defs must be 077.","The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.","Verify the ""umask"" setting is configured correctly in the ""/etc/login.defs"" file by running the following command: 

# grep -i ""umask"" /etc/login.defs

All output must show the value of ""umask"" set to 077, as shown in the below: 

# grep -i ""umask"" /etc/login.defs
UMASK 077


If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask controlled by ""/etc/login.defs"" is set properly, add or correct the ""umask"" setting in ""/etc/login.defs"" to read as follows: 

UMASK 077","CCI-000366","CM-6 b","V-38645; SV-50446",
"V-218077","low","SRG-OS-000480","SV-218077r505923_rule","RHEL-06-000346","The system default umask for daemons must be 027 or 022.","The umask influences the permissions assigned to files created by a process at run time. An unnecessarily permissive umask could result in files being created with insecure permissions.","To check the value of the ""umask"", run the following command: 

$ grep umask /etc/init.d/functions

The output should show either ""022"" or ""027"". 
If it does not, this is a finding.","The file ""/etc/init.d/functions"" includes initialization parameters for most or all daemons started at boot time. The default umask of 022 prevents creation of group- or world-writable files. To set the default umask for daemons, edit the following line, inserting 022 or 027 for [UMASK] appropriately: 

umask [UMASK]

Setting the umask to too restrictive a setting can cause serious errors at runtime. Many daemons on the system already individually restrict themselves to a umask of 077 in their own init scripts.","CCI-000366","CM-6 b","V-38642; SV-50443",
"V-218078","medium","SRG-OS-000073","SV-218078r505923_rule","RHEL-06-000347","There must be no .netrc files on the system.","Unencrypted passwords for remote FTP servers may be stored in "".netrc"" files. DoD policy requires passwords be encrypted in storage and not used in access scripts.","To check the system for the existence of any "".netrc"" files, run the following command: 

$ sudo find /root /home -xdev -name .netrc

If any .netrc files exist, this is a finding.","The "".netrc"" files contain logon information used to auto-logon into FTP servers and reside in the user's home directory. These files may contain unencrypted passwords to remote FTP servers making them susceptible to access by unauthorized users and should not be used. Any "".netrc"" files should be removed.","CCI-000196","IA-5 (1) (c)","V-38619; SV-50420",
"V-218079","medium","SRG-OS-000023","SV-218079r505923_rule","RHEL-06-000348","The FTPS/FTP service on the system must be configured with the Department of Defense (DoD) login banner.","This setting will cause the system greeting banner to be used for FTP connections as well.","Verify the ""vsftpd"" package is installed:
# rpm -qa | grep -i vsftpd
vsftpd-3.0.2-22.e16.x86_64

If the ""vsftpd"" package is not installed, this is Not Applicable.

To verify this configuration, run the following command: 

grep ""banner_file"" /etc/vsftpd/vsftpd.conf

The output should show the value of ""banner_file"" is set to ""/etc/issue"", an example of which is shown below. 

# grep ""banner_file"" /etc/vsftpd/vsftpd.conf
banner_file=/etc/issue

If it does not, this is a finding.","Edit the vsftpd configuration file, which resides at ""/etc/vsftpd/vsftpd.conf"" by default. Add or correct the following configuration options. 

banner_file=/etc/issue

Restart the vsftpd daemon.

# service vsftpd restart","CCI-000048","AC-8 a","V-38599; SV-50400",
"V-218080","medium","SRG-OS-000105","SV-218080r505923_rule","RHEL-06-000349","The system must be configured to require the use of a CAC, PIV compliant hardware token, or Alternate Logon Token (ALT) for authentication.","Smart card login provides two-factor authentication stronger than that provided by a username/password combination. Smart cards leverage a PKI (public key infrastructure) in order to provide and verify credentials.","Interview the SA to determine if all accounts not exempted by policy are using CAC authentication. For DoD systems, the following systems and accounts are exempt from using smart card (CAC) authentication: 

Standalone systems
Application accounts
Temporary employee accounts, such as students or interns, who cannot easily receive a CAC or PIV
Operational tactical locations that are not collocated with RAPIDS workstations to issue CAC or ALT
Test systems, such as those with an Interim Approval to Test (IATT) and use a separate VPN, firewall, or security measure preventing access to network and system components from outside the protection boundary documented in the IATT.



If non-exempt accounts are not using CAC authentication, this is a finding.","To enable smart card authentication, consult the documentation at:

https://docs.redhat.com/docs/en-US/Red_Hat_Enterprise_Linux/6/html/Managing_Smart_Cards/enabling-smart-card-login.html

For guidance on enabling SSH to authenticate against a Common Access Card (CAC), consult documentation at:

https://access.redhat.com/solutions/82273","CCI-000765","IA-2 (1)","V-38595; SV-50396",
"V-218081","medium","SRG-OS-000480","SV-218081r505923_rule","RHEL-06-000356","The system must require administrator action to unlock an account locked by excessive failed login attempts.","Locking out user accounts after a number of incorrect attempts prevents direct password guessing attacks. Ensuring that an administrator is involved in unlocking locked accounts draws appropriate attention to such situations.","To ensure the failed password attempt policy is configured correctly, run the following command: 

# grep pam_faillock /etc/pam.d/system-auth /etc/pam.d/password-auth

If the ""unlock_time"" parameter is set to a value other than ""0"", ""never"", or less than ""900"" on ""auth"" lines with the ""pam_faillock.so"" module, or is missing from these lines, this is a finding.

Note: The maximum configurable value for ""unlock_time"" is ""604800"".","To configure the system to lock out accounts after a number of incorrect logon attempts and require an administrator to unlock the account using ""pam_faillock.so"", modify the content of both ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" as follows: 

Add the following line immediately before the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth required pam_faillock.so preauth silent deny=3 unlock_time=900 fail_interval=900

Add the following line immediately after the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth [default=die] pam_faillock.so authfail deny=3 unlock_time=900 fail_interval=900

Add the following line immediately before the ""pam_unix.so"" statement in the ""ACCOUNT"" section: 

account required pam_faillock.so

Note that any updates made to ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" may be overwritten by the ""authconfig"" program.  The ""authconfig"" program should not be used.","CCI-000047","","V-38592; SV-50393",
"V-218082","medium","SRG-OS-000329","SV-218082r505923_rule","RHEL-06-000357","The system must disable accounts after excessive login failures within a 15-minute interval.","Locking out user accounts after a number of incorrect attempts within a specific period of time prevents direct password guessing attacks.","To ensure the failed password attempt policy is configured correctly, run the following command:

$ grep pam_faillock /etc/pam.d/system-auth /etc/pam.d/password-auth

For each file, the output should show ""fail_interval=<interval-in-seconds>"" where ""interval-in-seconds"" is 900 (15 minutes) or greater. If the ""fail_interval"" parameter is not set, the default setting of 900 seconds is acceptable. If that is not the case, this is a finding. ","Utilizing ""pam_faillock.so"", the ""fail_interval"" directive configures the system to lock out accounts after a number of incorrect logon attempts. Modify the content of both ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" as follows: 

Add the following line immediately before the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth required pam_faillock.so preauth silent deny=3 unlock_time=900 fail_interval=900

Add the following line immediately after the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth [default=die] pam_faillock.so authfail deny=3 unlock_time=900 fail_interval=900

Add the following line immediately before the ""pam_unix.so"" statement in the ""ACCOUNT"" section: 

account required pam_faillock.so

Note that any updates made to ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" may be overwritten by the ""authconfig"" program.  The ""authconfig"" program should not be used.","CCI-002238","AC-7 b","V-38501; SV-50302",
"V-218083","medium","SRG-OS-000480","SV-218083r505923_rule","RHEL-06-000372","The operating system, upon successful logon/access, must display to the user the number of unsuccessful logon/access attempts since the last successful logon/access.","Users need to be aware of activity that occurs regarding their account. Providing users with information regarding the number of unsuccessful attempts that were made to login to their account allows the user to determine if any unauthorized activity has occurred and gives them an opportunity to notify administrators. ","To ensure that last logon/access notification is configured correctly, run the following command:

# grep pam_lastlog.so /etc/pam.d/system-auth
session      required     pam_lastlog.so     showfailed

If the output does not have the ""showfailed"" option, this is a finding.

If the output contains the ""silent"" option, this is a finding. ","To configure the system to notify users of last logon/access using ""pam_lastlog"", add the following line immediately after ""session required pam_limits.so"":

session required pam_lastlog.so showfailed","CCI-000366","CM-6 b","V-51875; SV-66089",
"V-218084","medium","SRG-OS-000058","SV-218084r505923_rule","RHEL-06-000383","Audit log files must have mode 0640 or less permissive.","If users can write to audit logs, audit trails can be modified or destroyed.","Run the following command to check the mode of the system audit logs: 

grep ""^log_file"" /etc/audit/auditd.conf|sed s/^[^\/]*//|xargs stat -c %a:%n

Audit logs must be mode 0640 or less permissive. 
If any are more permissive, this is a finding.","Change the mode of the audit log files with the following command: 

# chmod 0640 [audit_file]","CCI-000163","AU-9","V-38498; SV-50299",
"V-218085","medium","SRG-OS-000057","SV-218085r505923_rule","RHEL-06-000384","Audit log files must be owned by root.","If non-privileged users can write to audit logs, audit trails can be modified or destroyed.","Run the following command to check the owner of the system audit logs: 

grep ""^log_file"" /etc/audit/auditd.conf|sed s/^[^\/]*//|xargs stat -c %U:%n

Audit logs must be owned by root. 
If they are not, this is a finding.","Change the owner of the audit log files with the following command: 

# chown root [audit_file]","CCI-000162","AU-9","V-38495; SV-50296",
