"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","VMS Asset Posture","CCI",
"V-1046","high","GEN001100","SV-1046r2_rule","GEN001100","Root passwords must never be passed over a network in clear text form.","If a user accesses the root account (or any account) using an unencrypted connection, the password is passed over the network in clear text form and is subject to interception and misuse.  This is true even if recommended procedures are followed by logging on to a named account and using the su command to access root.","IAIA-1, IAIA-2","Determine if root has logged in over an unencrypted network connection.

First, determine if root has logged in over a network.
Procedure:
# last | grep ""^root "" | egrep -v ""reboot|console"" | more

Next, determine if the SSH daemon is running.
Procedure:
# ps -ef |grep sshd

If root has logged in over the network and SSHD is not running, this is a finding.
","Enable SSH on the system and use it for all remote connections used to attain root access.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000197
The information system, for password-based authentication, transmits only encrypted representations of passwords.
NIST SP 800-53 :: IA-5 (1) (c)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (c)

",
"V-1047","medium","GEN001120","SV-39811r1_rule","GEN001120","The system must not permit root logins using remote access programs such as SSH.
","Even though communications are encrypted, an additional layer of security may be gained by extending the policy of not logging directly on as root. In addition, logging in with a user-specific account preserves the audit trail.","ECPA-1","Determine if the SSH daemon is configured to permit root logins.

Procedure:
# grep -v ""^#"" /etc/ssh/sshd_config | grep -i permitrootlogin

If the PermitRootLogin entry is not found or is not set to ""no"", this is a finding.","Edit the configuration file and set the PermitRootLogin option to no.   ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000770
The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.
NIST SP 800-53 :: IA-2 (5) (b)
NIST SP 800-53A :: IA-2 (5).2 (ii)
NIST SP 800-53 Revision 4 :: IA-2 (5)

",
"V-1048","medium","GEN002320","SV-27241r1_rule","GEN002320","Audio devices must have mode 0660 or less permissive.","Globally accessible  audio and video devices have proven to be security hazards.  There is software that can activate system microphones and video devices connected to user workstations and/or X terminals.  Once the microphone has been activated, it is possible to eavesdrop on otherwise private conversations without the victim being aware of it.  This action effectively changes the user's microphone to a bugging device.","ECLP-1","Check the mode of audio devices.
# ls -lL /dev/audio
If the mode of audio devices are more permissive than 0660, this is a finding.","Change the mode of the audio device.
# chmod -R 0660 /dev/audio","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1049","medium","GEN002340","SV-27246r1_rule","GEN002340","Audio devices must be owned by root.","Globally Accessible audio and video devices have proven to be security hazards.  There is software that can activate system microphones and video devices connected to user workstations and/or X terminals.  Once the microphone has been activated, it is possible to eavesdrop on otherwise private conversations without the victim being aware of it.  This action effectively changes the user's microphone to a bugging device.","ECLP-1","Check the owner of audio devices.
# ls -lL /dev/audio
If the owner of any audio device file is not root, this is a finding.","Change the owner of the audio device.
# chown root <audio device>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1056","medium","GEN006120","SV-39890r3_rule","GEN006120","The smb.conf file must be group-owned by root, bin, or sys.","If the group owner of the smb.conf file is not root or a system group, the file may be maliciously modified and the Samba configuration could be compromised.","","Check the group ownership of the smb.conf file. Default locations for this file include /etc, /etc/sfw, /etc/samba, and /etc/sfw/samba.  If the system has Samba installed in non-standard locations, also check the smb.conf in those locations.

Procedure:

# ls -l /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf

If an smb.conf file is not group-owned by root, bin, or sys, this is a finding.","Change the group owner of the smb.conf file.

Procedure:

# chgrp root /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1058","medium","GEN006180","SV-40287r1_rule","GEN006180","The smbpasswd file must be group-owned by root.","If the smbpasswd file is not group-owned by root, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.","ECLP-1","Check smbpasswd ownership.

# ls -lL /etc/sfw/private/smbpasswd

If smbpasswd is not group-owned by root, this is a finding.","Use the chgrp command to ensure the group owner of the smbpasswd file is root.

# chgrp root /etc/sfw/private/smbpasswd","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1059","medium","GEN006200","SV-40289r1_rule","GEN006200","The smbpasswd file must have mode 0600 or less permissive.","If the smbpasswd file has a mode more permissive than 0600, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.","ECLP-1","Check smbpasswd mode.

Procedure:
# ls -lL /etc/sfw/private/smbpasswd 

If smbpasswd has a mode more permissive than 0600, this is a finding.","Change the mode of the smbpasswd file to 0600.

Procedure:
# chmod 0600 /etc/sfw/private/smbpasswd","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1061","medium","GEN002360","SV-27251r1_rule","GEN002360","Audio devices must be group-owned by root, sys, or bin.","Without privileged group owners, audio devices will be vulnerable to being used as eaves-dropping devices by malicious users or intruders to possibly listen to conversations containing sensitive information.
","ECLP-1","Check the group-owner of audio devices.

Procedure:
# ls -lL /dev/audio

If the group-owner of an audio device is not root, sys, or bin, this is a finding.","Change the group owner of the audio device.

Procedure:
# chgrp system <audio device>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-1062","low","GEN001080","SV-27157r1_rule","GEN001080","The root shell must be located in the / file system.","To ensure the root shell is available in repair and administrative modes, the root shell must be located in the / file system.
","ECSC-1","Perform the following to determine if /usr is partitioned.
# grep /usr /etc/vfstab 

If /usr is partitioned, check the location of root's default shell.  
# awk -F: '$1 == ""root"" {print $7}' /etc/passwd
If the root shell is found to be on a partitioned /usr filesystem or is in a directory symlinked to a partitioned /usr filesystem, even if the actual root shell is a symlink back to the root filesystem, this is a finding.","Change the root account's shell to one present on the / filesystem. Example: 

# usermod -s /sbin/sh root","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-4083","medium","GEN000500","SV-39814r1_rule","GEN000500","Graphical desktop environments provided by the system must automatically lock after 15 minutes of inactivity and the system must require users to re-authenticate to unlock the environment.","If graphical desktop sessions do not lock the session after 15 minutes of inactivity, requiring re-authentication to resume operations, the system or individual data could be compromised by an alert intruder who could exploit the oversight. This requirement applies to graphical desktop environments provided by the system to locally attached displays and input devices as well as to graphical desktop environments provided to remote systems, including thin clients.","PESL-1","Examine the dtsession timeout variable setting:

# cat /etc/dt/config/C/sys.resources | grep -i dtsession | grep -i lockTimeout
If the dtsession timeout is greater than 15, commented or does not exist, this is a finding.

Examine the Open Windows timeout settings, both global and for every user.

# cat /usr/openwin/lib/app-defaults/XScreenSaver | egrep -i '\*(lock|timeout):'
If the global Open Windows timeout is greater than 15 minutes, commented or does not exist, this is a finding.  If the global lock setting is not true, this is a finding.

# cut -d: -f6 /etc/passwd | xargs -iX egrep -i '^(lock|timeout):' X/.xscreensaver
If the Open Windows timeout is greater than 15 minutes for any user, this is a finding.  If the lock setting is not true for any user, this is a finding.","Configure the CDE lock manager to lock your screen after a certain amount of inactive time. To configure the CDE lock manager to lock the screen after 15 minutes of inactive time, enter the following commands (be sure NOT to overwrite an existing file).
# cp /usr/dt/config/C/sys.resources /etc/dt/config/C/sys.resources
# vi /etc/dt/config/C/sys.resources

Locate and add/uncomment/change the line to N=15.
dtsession*lockTimeout: <N>
dtsession*lockTimeout: 15

Log out of CDE and log back in to verify that the timeout is in effect.   

The timeout parameter in /usr/openwin/lib/app-defaults/XScreenSaver and all users' .xscreensaver files should also be confirmed to be uncommented and set to 0:15:00.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000057
The information system initiates a session lock after the organization-defined time period of inactivity.
NIST SP 800-53 :: AC-11 a
NIST SP 800-53A :: AC-11.1 (ii)
NIST SP 800-53 Revision 4 :: AC-11 a

",
"V-4084","medium","GEN000800","SV-27132r1_rule","GEN000800","The system must prohibit the reuse of passwords within five iterations.","If a user, or root, used the same password continuously or was allowed to change it back shortly after being forced to change it to something else, it would provide a potential intruder with the opportunity to keep guessing at one user's password until it was guessed correctly.
","IAIA-1, IAIA-2","Check the HISTORY setting.
# grep HISTORY /etc/default/passwd
If HISTORY is not set to 5 or more, this is a finding.","Edit /etc/default/passwd and set HISTORY to 5.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000200
The information system prohibits password reuse for the organization defined number of generations.
NIST SP 800-53 :: IA-5 (1) (e)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (e)

",
"V-4087","medium","GEN001940","SV-39812r1_rule","GEN001940","User start-up files must not execute world-writable programs.","If start-up files execute world-writable programs, especially in unprotected directories, they could be maliciously modified to become Trojans destroying user files or otherwise compromising the system at the user, or higher, level.  If the system is compromised at the user level, it is much easier to eventually compromise the system at the root and network level.","DCSW-1","Check local initialization files for any executed world-writable programs or scripts.

Procedure:
# find / -perm -002 -type f | egrep -v '^(/proc|/system/contract)' > wwlist
# fgrep -f wwlist /<usershomedirectory>/.*

If any local initialization file executes a world-writable program or script, this is a finding.","Remove the world-writable permission of files referenced by local initialization scripts, or remove the references to these files in the local initialization scripts.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4089","medium","GEN001660","SV-27207r1_rule","GEN001660","All system start-up files must be owned by root.","System start-up files not owned by root could lead to system compromise by allowing malicious users or applications to modify them for unauthorized purposes.  This could lead to system and network compromise.
","ECLP-1","Check run control scripts' ownership.
# ls -lL /etc/rc* /etc/init.d
If any run control script is not owned by root, this is a finding.","Change the ownership of the run control script(s) with incorrect ownership.
# chown root <run control script>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4090","medium","GEN001680","SV-27213r1_rule","GEN001680","All system start-up files must be group-owned by root, sys, or bin.","If system start-up files do not have a group owner of root or a system group, the files may be modified by malicious users or intruders.","ECLP-1","Check run control scripts' group ownership.

Procedure:
# ls -lL /etc/rc* /etc/init.d

If any run control script is not group-owned by root, sys, or bin, this is a finding.","Change the group ownership of the run control script(s) with incorrect group ownership.

Procedure:
# chgrp root <run control script>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4091","medium","GEN001700","SV-27219r1_rule","GEN001700","System start-up files must only execute programs owned by a privileged UID or an application.","System start-up files executing programs owned by other than root (or another privileged user) or an application indicates the system may have been compromised.","DCSL-1","Determine the programs executed by system start-up files.  Determine the ownership of the executed programs.  
# cat /etc/rc* /etc/init.d/* | more
Check the ownership of every program executed by the system start-up files.
# ls -l <executed program>
If any executed program is not owned by root, sys, bin, or in rare cases, an application account, this is a finding.","Change the ownership of the file executed from system startup scripts to root, bin, or sys.
# chown root <executed file>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4245","medium","GEN000000-SOL00100","SV-4245r2_rule","GEN000000-SOL00100","The /etc/security/audit_user file must have mode 0640 or less permissive.","Audit_user is a sensitive file that, if compromised, would allow a malicious user to select auditing parameters to ignore his sessions.  This would allow malicious operations the auditing subsystem would not log for that user.","ECLP-1","Check /etc/security/audit_user permissions.

# ls -lL /etc/security/audit_user

If /etc/security/audit_user is more permissive than 0640, this is a finding.
","Change the mode of the audit_user file to 0640.
# chmod 0640 /etc/security/audit_user","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4246","medium","GEN008620","SV-4246r2_rule","GEN008620","System BIOS or system controllers supporting password protection must have administrator accounts/passwords configured, and no others.","A system's BIOS or system controller handles the initial startup of a system and its configuration must be protected from unauthorized modification. When the BIOS or system controller supports the creation of user accounts or passwords, such protections must be used and accounts/passwords only assigned to system administrators. Failure to protect BIOS or system controller settings could result in Denial-of-Service or compromise of the system resulting from unauthorized configuration changes.","ECSC-1","On systems with a BIOS or system controller, verify a supervisor or administrator password is set. If a password is not set, this is a finding.

If the BIOS or system controller supports user-level access in addition to supervisor/administrator access, determine if this access is enabled. If so, this is a finding.

The exact procedure will be hardware-dependent, and the SA should be consulted to identify the specific configuration.  In the event the BIOS or system controller is not accessible without adversely impacting (e.g., restarting) the system, the SA may be interviewed to determine compliance with the requirement.","Access the system's BIOS or system controller. Set a supervisor/administrator password if one has not been set. Disable a user-level password if one has been set.   ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000213
The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.
NIST SP 800-53 :: AC-3
NIST SP 800-53A :: AC-3.1
NIST SP 800-53 Revision 4 :: AC-3

",
"V-4247","high","GEN008640","SV-41534r1_rule","GEN008640","The system must not use removable media as the boot loader.","Malicious users with removable boot media can gain access to a system configured to use removable media as the boot loader.","ECSC-1","Ask the SA if the system uses removable media for the boot loader.  If it does, this is a finding.","Configure the system to use a bootloader installed on fixed media.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-4255","high","GEN008680","SV-4255r2_rule","GEN008680","If the system boots from removable media, it must be stored in a safe or similarly secured container.","Storing the boot loader on removable media in an insecure location could allow a malicious user to modify the systems boot instructions or boot to an insecure operating system.","PESS-1","Ask the SA if the system boots from removable media. If so, ask if the boot media is stored in a secure container when not in use. If it is not, this is a finding.","Store the system boot media in a secure container when not in use.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001208
The organization partitions the information system into components residing in separate physical domains (or environments) as deemed necessary.
NIST SP 800-53 :: SC-32
NIST SP 800-53A :: SC-32.1

",
"V-4269","medium","GEN000290","SV-4269r3_rule","GEN000290","The system must not have unnecessary accounts.","Accounts providing no operational purpose provide additional opportunities for system compromise.  Unnecessary accounts include user accounts for individuals not requiring access to the system and application accounts for applications not installed on the system.","","Check the system for unnecessary user accounts.

Procedure:
# more /etc/passwd

Some examples of unnecessary accounts include games, news, gopher, ftp, and lp. 

If an unnecessary account is found and its use is not justified and documented with the ISSO, this is a finding."," Remove all unnecessary accounts, such as games, from the /etc/passwd file before connecting a system to the network. Other accounts, such as news and gopher, associated with a service not in use should also be removed.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000012
The organization reviews information system accounts for compliance with account management requirements per organization-defined frequency.
NIST SP 800-53 :: AC-2 j
NIST SP 800-53A :: AC-2.1 (i)
NIST SP 800-53 Revision 4 :: AC-2 j

",
"V-4273","medium","GEN006260","SV-4273r2_rule","GEN006260","The /etc/news/hosts.nntp (or equivalent) must have mode 0600 or less permissive.","Excessive permissions on the hosts.nntp file may allow unauthorized modification which could lead to Denial-of-Service to authorized users or provide access to unauthorized users.","ECLP-1","Check /etc/news/hosts.nntp permissions.

# ls -lL /etc/news/hosts.nntp

If /etc/news/hosts.nntp has a mode more permissive than 0600, this is a finding.
","Change the mode of the /etc/news/hosts.nntp file to 0600.

# chmod 0600 /etc/news/hosts.nntp","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4274","medium","GEN006280","SV-4274r2_rule","GEN006280","The /etc/news/hosts.nntp.nolimit (or equivalent) must have mode 0600 or less permissive.","Excessive permissions on the hosts.nntp.nolimit file may allow unauthorized modification which could lead to Denial-of-Service to authorized users or provide access to unauthorized users.","ECLP-1","Check /etc/news/hosts.nntp.nolimit permissions.

# ls -lL /etc/news/hosts.nntp.nolimit

If /etc/news/hosts.nntp.nolimit has a mode more permissive than 0600, this is a finding.","Change the mode of /etc/news/hosts.nntp.nolimit to 0600.
# chmod 0600 /etc/news/hosts.nntp.nolimit","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4275","medium","GEN006300","SV-4275r2_rule","GEN006300","The /etc/news/nnrp.access (or equivalent) must have mode 0600 or less permissive.","Excessive permissions on the nnrp.access file may allow unauthorized modification which could lead to Denial-of-Service to authorized users or provide access to unauthorized users.","ECLP-1","Check /etc/news/nnrp.access permissions.

# ls -lL /etc/news/nnrp.access

If /etc/news/nnrp.access has a mode more permissive than 0600,  this is a finding.
","Change the mode of the /etc/news/nnrp.access file to 0600.
# chmod 0600 /etc/news/nnrp.access","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4276","medium","GEN006320","SV-4276r2_rule","GEN006320","The /etc/news/passwd.nntp file (or equivalent) must have mode 0600 or less permissive.","File permissions more permissive than 0600 for /etc/news/passwd.nntp may allow access to privileged information by system intruders or malicious users.","ECLP-1","Check /etc/news/passwd.nntp permissions.

# ls -lL /etc/news/passwd.nntp

If /etc/news/passwd.nntp has a mode more permissive than 0600,  this is a finding.
","Change the mode of the /etc/news/passwd.nntp file.
# chmod 0600 /etc/news/passwd.nntp","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4277","medium","GEN006340","SV-40487r1_rule","GEN006340","Files in /etc/news must be owned by root.","If critical system files are not owned by a privileged user, system integrity could be compromised.","ECLP-1","Check the ownership of the files in /etc/news.

Procedure:
# ls -al /etc/news

If the /etc/news directory or any files in it are not owned by root, this is a finding.","Change the ownership of the /etc/news directory and the files in it to root.

Procedure:
# chown -R root /etc/news","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4278","medium","GEN006360","SV-40489r1_rule","GEN006360","The files in /etc/news must be group-owned by root.","If critical system files do not have a privileged group owner, system integrity could be compromised.","ECLP-1","Check /etc/news directory and files group ownership.

Procedure:
# ls -al /etc/news

If the /etc/news directory and the files in it are not group-owned by root, this is a finding.","Change the group owner of the /etc/news directory and the files in it to root.

Procedure:
# chgrp -R root /etc/news","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-4295","high","GEN005500","SV-39817r1_rule","GEN005500","The SSH daemon must be configured to only use the SSHv2 protocol.","SSHv1 is not a DoD-approved protocol and has many well-known vulnerability exploits.  Exploits of the SSH daemon could provide immediate root access to the system.","DCPP-1","Check the SSH daemon configuration for allowed protocol versions. 

# grep -i protocol /etc/ssh/sshd_config | grep -v '^#' 

If the variables Protocol 2,1 or Protocol 1 are defined on a line without a leading comment, this is a finding.","Edit the configuration file and modify the Protocol line to look like:

Protocol 2

Reload sshd:
kill -HUP <PID of sshd>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001436
The organization disables organization defined networking protocols within the information system deemed to be nonsecure except for explicitly identified components in support of specific operational requirements.
NIST SP 800-53 :: AC-17 (8)
NIST SP 800-53A :: AC-17 (8).1 (ii)

",
"V-4298","medium","GEN001000","SV-27147r1_rule","GEN001000","Remote consoles must be disabled or protected from unauthorized access.","The remote console feature provides an additional means of access to the system which could allow unauthorized access if not disabled or properly secured.  With virtualization technologies, remote console access is essential as there is no physical console for virtual machines.  Remote console access must be protected in the same manner as any other remote privileged access method.","ECSC-1","Verify no auxiliary consoles are defined.
# consadm -p
If any output is generated, this is a finding.","Remove each auxiliary console.
# consadm -d <console device>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000070
The organization authorizes the execution of privileged commands via remote access only for organization-defined needs.
NIST SP 800-53 :: AC-17 (4)
NIST SP 800-53A :: AC-17 (4).1 (i)
NIST SP 800-53 Revision 4 :: AC-17 (4) (a)

",
