"facility","severity_id","mnemonic","vendor_message_text","vendor_explanation","vendor_recommended_action"
"URIB","3","FILE_OPEN_ERROR","File open error: %s","This message is for internal debugging only.","No action is required."
"URIB","3","FILE_WRITE_ERROR","File write error: %s","This message is for internal debugging only.","No action is required."
"URIB","3","GENERAL_CRIB_ERROR","%s","CRIB not in use.","No action is required."
"URIB","3","GENERAL_PTHREAD_ERROR","Thread %d: %s","The POSIX pthread library returned an error to URIB. Parameters: Thread name, Thread operation ...","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","GENERAL_UI_ERROR","%s","The shown error occurred while the user interface was processing a request. The request should be tried again. Parameters: Error ...","Requires operator to retry the request."
"URIB","3","GET_INSTANCE_ERROR","instance not found for client \%s\ in VRF %s","URIB could not find its data structures for a client in the shown VRF. The shown VRF should be reconfigured in the client. i.e. in router sub-mode configuration, 'no vrf <vrf-name>' Parameters: Client, VRF ...","Requires operator to intervene."
"URIB","3","HTADD_ERROR","Could not add %s to the %s hash table","A severe hash table error was encountered. The system may run into more errors because of this problem.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","INCONSISTENT_RNH","%s: %s/%d","Unexpected remaining recursive next-hop removed during RIB cleanup Parameters: Owner, Prefix, Length ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","INCONSISTENT_ROUTE","%s: %s/%d via %s","Unexpected remaining route removed during RIB cleanup. Parameters: Owner, Prefix, Length, Next-hop ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","INCONSISTENT_STRUCTURE","%s","Unexpected remaining state removed during RIB cleanup.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","INCONSISTENT_SUMMARY","%s: routes %d, rnh's %d","Unexpected remaining state for client during RIB cleanup. Use the 'show routing ipv4 unicast internal event-history errors' command for more information. Parameters: Owner, Routes, RNHs ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","INSTANCE_CREATE_ERROR","Failed to create routing instance info for client \%s\, VRF %s","URIB could not create its data structures for a client in the shown VRF. There may be further errors to indicate the failure in more detail. The shown VRF should be reconfigured in the client. i.e. in router sub-mode configuration, 'no vrf <vrf-name>' Parameters: Client, VRF ...","Requires operator to intervene."
"URIB","3","KSINK_LIB_ERROR","%s %s","A error was encountered during ksink operations. The system may run into more errors because of this problem.","No action is required."
"URIB","3","LABELCOUNT_UNDERFLOW","Label count tried to underflow for %s","The client tried to decrement the current number of labels, but the statistic was already zero. Parameters: Pib ...","No action is required."
"URIB","3","MOD_ERROR","Client \%s\ could not modify %s/%d: %s","A error was encountered. The system may run into more errors because of this problem. Parameters: Client, Prefix, Length, Reason ...","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","MORE_INFO_ERROR","Client \%s\: %s","This error provides further information about the previous error. Action should be taken depending on the previous error logged. Parameters: Client, Message ...","No action is required."
"URIB","3","MORE_MTS_INFO_ERROR","source SAP is: %d dest SAP is: %d","This error provides further information about the previous MTS error. Action should be taken depending on the previous MTS error logged.","No action is required."
"URIB","3","MTS_BIND","mts_bind failed for %s: %s","URIB was unable to bind to an MTS queue SAP, causing an unrecoverable error. Parameters: MTS queue name, Error ...","Use 'reload' command to reload the system. Be aware that this problem affects all VDCs on the system."
"URIB","3","MTS_DEREGISTER","mts_deregister failed for urib: %s","URIB was unable to deregister client from URIB notifications, causing an unrecoverable error.","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","MTS_DROP","Error returned from mts_drop(), error: %s","An MTS API returned an error when URIB tried to drop a message.","No action is required."
"URIB","3","MTS_NO_CLIENT_SAP","%s: client \%s\ has not provided a SAP for ack","A client registered with URIB, but did not provide a SAP for URIB to send reply messages to. This caused an unrecoverable error.","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","MTS_NO_PAYLOAD_ERROR","Received MTS message with no payload on %s queue with opcode %d, dropping it. src SAP: %d dst SAP: %d","URIB received an unknown message. The message is dropped.","No action is required."
"URIB","3","MTS_OPTIONS","MTS option set failed for opcode %s: %s (%d)","URIB was unable to set options for an MTS opcode Parameters: Requestor, Error String, Error ...","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","MTS_RECV","Error returned from mts_recv(%s), errno: %s","An MTS API returned an error while URIB was receiving on an MTS queue. Parameters: Queue name, Error ...","No action is required."
"URIB","3","MTS_REGISTER","mts_register failed for urib: %s","URIB was unable to register client for URIB notifications, causing an unrecoverable error.","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","MTS_SHORT_MSG_ERROR","Received short (%d < %d) MTS message on %s queue with opcode %d, dropping it. src SAP: %d dst SAP: %d","URIB received an unknown message. The message is dropped.","No action is required."
"URIB","3","MTS_SIZE_ERROR","%s: incorrect %s message size from client %s: %d (should be %d)","The size of a URIB message is incorrect for the type of message. The message is dropped.","No action is required."
"URIB","3","MTS_UBIND","mts_unbind failed for %s: %s","URIB was unable to unbind from an MTS queue SAP, causing an unrecoverable error. Parameters: MTS queue name, Error ...","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","MTS_UNK_OPC","Received unknown MTS message on %s queue with opcode %d, dropping it. src SAP: %d dst SAP: %d","URIB received an unknown message. The message is dropped Parameters: Queue name, Op-code, SAP number, SAP number ...","No action is required."
"URIB","3","NH_RESOLV_ADD_ERROR","Could not add %s/%d to the %s (%d) resolve buffer","A error was encountered. The system may run into more errors because of this problem.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","NO_L3VM_INFO_ERROR","no L3VM info for table id 0x%08x from client \%s\ - unknown to L3VM","A client tried to add some information to URIB and provided a Table-Id that is unknown in the system. The client should be restarted. Parameters: Table-Id Client name ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","NO_L3VM_LIMITS","Could not get routing table limits from L3VM","URIB could not pull the routing limits for the table. L3VM should be restarted.","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","NOT_INIT_L3VM_ERROR","L3VM info for table id 0x%08x from client \%s\ not available - URIB not initialised with L3VM","A client tried to add some information to the URIB, before URIB has registered for the table information. The client should be restarted. Parameters: Table-Id, Client name ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","OPEN_CLIENT_SHM_ERROR","Failed to open client shared memory \%s\: %s","The calling process failed with the shown error while trying to open the named URIB shared memory region. The status of the memory is shown in 'show process memory shared'. Parameters: Name of shared memory region ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","PSS","Error returned from %s, errno: 0x%08x (%s) in %s()","URIB called a PSS API which returned an error. The error reported should be examined for the cause. Parameters: Failed API, Error Code, Error Description, URIB Function ...","Use 'reload' command to reload the system. Be aware that this problem affects all VDCs on the system."
"URIB","3","PTADD_ERROR","Could not add %s/%d to the %s pt, error code %d","A severe route table error was encountered. The system may run into more errors because of this problem.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","PTDEL_ERROR","Could not delete %s/%d from the URIB pt, error code %d","A severe route table error was encountered. The system may run into more errors because of this problem.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","QADD_ERROR","Could not add %s to the %s queue","A severe queue error was encountered. The system may run into more errors because of this problem.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","RANGE_CHECK_ERR","Range check of %s failed from %s (0x%08x)","The value provided is outside of the acceptable range. Parameters: Range, Provider of value, Value Provided ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","RNH_LOOP_ERROR","Number of prefixes forming rnh loop exceeds %d\n Flagging route %s/%d from client \%s\ with rnh %s/%d\n as causing rnh loop","URIB detected a loop between routes installed in the RIB. The message shows which client caused the loop. Parameters: Max RNH Loop, Prefix, Prefix Length, Client, Prefix, Prefix Length ...","Requires operator to intervene."
"URIB","3","RNH_REFCOUNT","Client \%s\ deleting RNH %s/%u with refcount %u","A client tried to delete a Recursive Next-hop while that RNH was still in use. Parameters: Client, Prefix, Mask-len, Reference count ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","ROUTECOUNT_UNDERFLOW","Routing table statistic current tried to underflow deleting %s/%d","The system tried to decrement the current number of routes in the table, but the statistic was already zero. Parameters: Prefix, Mask Len ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","3","RPM_LIB_ERROR","%s %d","An RPM library function returned an error. Parameters: Function, RPM Error Code ...","No action is required."
"URIB","3","SDWRAP_LIB_ERROR","%s %s","A SDWrap library function returned an error. Parameters: Function, SDWrap Error Code ...","No action is required."
"URIB","3","SEND_FROM_ERROR","Send from URIB to client \%s\ failed: %s","URIB was unable to send a message to the shown client. Parameters: Client, Error ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","SEND_NOTIF_ERROR","Failed to send %s notification buffer to client \%s\; retried %lu times","URIB was unable to send a notification to a client. Parameters: Type of Notify, Client, Retries ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","SEND_TO_ERROR","Send to URIB failed: %s","The calling process was unable to send a message to URIB.","Use the 'restart' command to restart the feature and clear this problem."
"URIB","3","TABLE_CREATE_ERROR","Failed to create table info for VRF %s for client \%s\","URIB could not create its table data structure for the VRF being created. There may be further errors that indicate the failure in more detail. The shown VRF should be reconfigured in the system. i.e. in global configuration, 'no vrf context <vrf-name>' Parameters: VRF, Client ...","Requires operator to intervene."
"URIB","3","TABLE_STATE_ERROR","Table state %s for VRF %s for client \%s\","URIB received a request from a client for a given VRF, but the given VRF was in a state where that request is not permitted Parameters: State, VRF, Client ...","Requires operator to intervene."
"URIB","3","UFDM_MTSSEND_FAILURE","MTS send; to UFDM failed with unexpected error %d","URIB was unable to send a route update to UFDM. This means there will be a route missing from the FIB.","Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command."
"URIB","3","UNEXPECTED_MESSAGE","%s %d. src SAP: %d dst SAP: %d","An unexpected interprocess message was received.","No action is required."
"URIB","3","XRI_TYPE_ERROR","Unknown XRI type %u","URIB detected unknown eXtended route information while displaying a next-hop address.","No action is required."
"URIB","4","INVALID_PIB","%s %s","A bad protocol information block was encountered in the given situation. Parameters: Situation, Message ...","No action is required."
"URIB","4","NH_RESOLV_LUKUP","Could not find %s/%d while processing %s (%d) resolve buffer","Unresolved nexthop not cleaned up properly.","No action is required."
"URIB","4","NHLFE_OWNER","%s/%d via %s%%%s: NHLFE owner changed from client \%s\ to \%s\","A given path can only have one Next-Hop Label Forwarding Entry. Thus this warning indicates that configuration has generated a conflict. Parameters: Prefix, Prefix Length, Next-hop, Interface, Original Client, New Client ...","Requires operator to intervene."
"URIB","4","ROUTELIMIT_EXCEEDED","Number of routes (%llu) reached or exceeds configured limit (%lu); dropped (%llu)","The number of routes in the named routing table has reached the configured limit. No further routes will be added to the table Parameters: Current number of routes, Configured limit, Dropped routes ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","4","ROUTELIMIT_NOT_ENFORCED","Number of routes (%llu) already exceeds newly configured limit (%lu); dropped (%llu)","The number of routes in the named routing table is already more than the newly configured limit. No further routes will be added to the table, but the new limit has not been enforced. Parameters: Current number of routes, Configured limit, Dropped routes ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","4","ROUTELIMIT_WARNING","Number of routes (%llu) exceeds warning limit (%lu)","The number of routes in the named routing table has reached the configured warning limit. Parameters: Current number of routes, Warning limit ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","4","RTDEL_ERROR","Could not find prefix %s/%d, client \%s\sdeleterequest'","Route delete request was received for a non-existing route. Parameters: Prefix, Prefix Length, Client ...","No action is required."
"URIB","4","UFDM_ACKNOT_FOUND","Could not find UFDM buffer with ptr 0x%08x","Ack received for a UFDM buffer that URIB does not know about. Parameters: Memory address of UFDM buffer ...","No action is required."
"URIB","4","UNEXPECTED_VALUE","Unexpected value for %s","An unexpected value was encountered for the logged event.","No action is required."
"URIB","4","XL_LICENSE_MEMORY","XL License installed; use \show routing memory estimate\ and see VDC resource u4route-mem documentation.","An XL License was just installed in the system. The memory currently configured for URIB may not be big enough to hold all the routes the hardware can install. Check VDC resource u4route-mem, then switchover to apply.","No action is required."
"URIB","4","ZERO_NEXTHOP","Client \%s\ added 0.0.0.0 next hop and interface %s is not point-to-point","The client protocol added a 0.0.0.0 next-hop address on a nonpoint-to-point interface Parameters: Client, Interface ...","No action is required."
"URIB","5","API_INIT_SEM_CLEAR","Cleared the API semaphore from %d","The API semaphore was in an unexpected state, and was restored to a correct value. Parameters: Value of semaphore ...","No action is required."
"URIB","5","BOGUS_INTF","Client \%s\ tried to add %s/%d via %s with invalid iod %d","A bad interface was received in a path add from the client. Parameters: Client, Prefix, Prefix Length, Next-hop, Iod ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","5","BOGUS_MASK","Client \%s\ tried to add %s/%d","A bogus mask was received from the client. Parameters: Client, Prefix, Prefix Length ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","5","BOGUS_PREFIX","\%s\ tried to add %s/%d","A bogus prefix was received from the client. Parameters: Client, Prefix, Prefix Length ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","5","BOGUS_RNH","\%s\ tried to add %s/%d with RNH %s/%d","A bogus update with unexpected RNH was received from the client. Parameters: Client, Prefix, Prefix Length, RNH, RNH Length ...","Use the 'restart' command to restart the feature and clear this problem."
"URIB","5","GENERAL_FAILURE","Failed to %s","The logged action failed, causing an unrecoverable error. ; Recommened action: Use the 'system switchover' command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the 'reload' CLI command to reload the system. The state of the standby can be checked using the 'show system redundancy ha status' CLI command.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"URIB","5","PATH_DELETE","Could not find %s for client \%s\, prefix %s/%d nexthop %s, %s","URIB could not find the path that a client tried to delete. Parameters: Structure, Client, Prefix, Prefix Length, Next-hop, Interface ...","No action is required."
"URIB","5","RES_MGR_CHANGE","Changed u4route-mem from (%d, %d) to (%d, %d)","The requested limit-resource command was adapted to fit the limits in this version. Parameters: Requested Min, Requested Max, New Min, New Max ...","No action is required."
"URIB","5","RPATH_DELETE","Could not find %s for client \%s\, prefix %s/%d rnh %s/%u","URIB could not find the recursive path that a client tried to delete. Parameters: Structure, Client, Prefix, Prefix Length, Recursive Prefix, Recursive Mask-len ...","No action is required."
"URIB","6","GENERAL_INFO","%s","Informational message only.","No action is required."
"URIB","6","NH_DELETED_NIB_INFO","Found hidden rnh %s/%d for client \%s\ in deleted NIB","URIB found a hidden next-hop for a client while the client was deregistering for a table. Parameters: Prefix, Mask Length, Interface, Client ...","No action is required."
"URIB","6","ROUTELIMIT_OVERFLOWED","Routing table statistic \%s\ overflowed 32 bits","The routing table statistic is returned in a MIB which only supports 32 bit values. The statistic just past the maximum value for 32 bits. Parameters: Statistic name ...","No action is required."
"URIB","6","ROUTELIMIT_RECOVERED","Number of routes (%llu) is below the configured limit (%lu)","The number of routes in the named routing table has fallen below the configured limit. The routing table has recovered Parameters: Current number of routes, Configured limit ...","No action is required."
"URIB","6","ROUTELIMIT_REINSTALL","Routing table was reinstalled","The routing table was automatically reloaded to allow the new routing limit or because the reinstall threshold was crossed.","No action is required."
"URIB","6","TRACE_OVERFLOW","Trace buffer %s overflowed","The given event trace overflowed. This is normal behavior. Parameters: Trace name ...","No action is required."
"URIB","6","UFDM_MGMT","Route %s/%d in VRF management not sent to ufdm","URIB tried to give a route in the management VRF to UFDM Parameters: Prefix, Prefix Length ...","No action is required."
"AAA","1","AAA_SESSION_LIMIT_REJECT","aaa request rejected as maximum aaa sessions are in progress","Aaa request rejected as the limit for maximum concurrent aaa sessions is reached","Please contact the Cisco reseller through which you procured the product for support. If you have purchased a Cisco support contract please call Cisco TAC for support."
"AAA","2","AAA_NVRAM_UPGRADE_FAILURE","upgrading of accounting log failed. [chars]","Upgrading of accounting log failed.","Please contact the Cisco reseller through which you procured the product for support. If you have purchased a Cisco support contract please call Cisco TAC for support."
"AAA","2","AAA_PROGRAM_EXIT","aaa daemon exiting: [chars]","Aaa daemon is exiting.","Please contact the Cisco reseller through which you procured the product for support. If you have purchased a Cisco support contract please call Cisco TAC for support."
"AAA","3","AAA_NVRAMFAILURE","nvram failure","Nvram can not be read/written to. Hence accounting log can not be stored there","Please contact the Cisco reseller through which you procured the product for support. If you have purchased a Cisco support contract please call Cisco TAC for support."
"AAA","6","AAA_ACCOUNTING_MESSAGE","[chars]","Accounting Message","No action is required."
"AAM","2","ELS_FC2_GL_SINDEX_LOOKUP_FAILED","Failed to lookup global port index for interface [[chars]]","Failed to lookup global port index for interface [chars]","No action is required."
"AAM","3","ALLOC_FAILED","Failed in File:[chars] Line:[dec] for type [dec] size [dec]","AAM process could not allocate heap memory in File:[chars], at line:[dec], for memory-type:[dec] of Size:[dec]","No action is required."
"AAM","3","ASSERTION_FAILED","Failed in File:[chars] Line:[dec]","AAM Process assertion failed in File:[chars], at line:[dec]","No action is required."
"ACLLOG","4","ACLLOG_MAXFLOW_REACHED","[chars]","Max flow reached in current interval: [chars]","No action is required."
"ACLLOG","4","ACLLOG_THRESHOLD","[chars]","Threshold Reached for Flow: [chars]","No action is required."
"ACLLOG","6","ACLLOG_FLOW_INTERVAL","[chars]","Flow info in current alert interval: [chars]","No action is required."
"ACLLOG","6","ACLLOG_NEW_FLOW","[chars]","New Acllog Flow: [chars]","No action is required."
"ACLMGR","2","ACLMGR_COMMIT_FAIL","Commit failed: [chars]","The PPF commit failed","No action is required."
"ACLMGR","2","ACLMGR_NO_ERRDISABLED","[chars] event on interface [chars] ([hex]) allowed to succeed in spite of access-list failure","Although an access-list operation failed during a port event, the port event still finished successfully because errdisable is disallowed","No action is required."
"ACLMGR","2","EXITING","Exit reason: [chars]","The ACLMGR service process has exited due to [char]. The process has probably been restarted automatically.","No action is required."
"ACLMGR","2","INITFAIL","ACLMGR Service Init failed: [chars]","ACLMGR Service initialization failed. [chars] explains the reason for the failure.","No action is required."
"ACLMGR","2","MALLOC_ERROR","Size [dec] bytes","The ACLMGR service could not allocate memory.","Please contact the Cisco reseller through which you procured the product for support. If you have purchased a Cisco support contract please call Cisco TAC for support."
"ACLMGR","2","PSS_ERROR","[chars]: PSS ret. val=[dec]","The ACLMGR service encountered error while operating on a persistent storage database.","No action is required."
"ACLMGR","3","ACLMGR_DB_LOCK_MSG","ACL database message, reason: [chars], session 0x%llx, type: [chars]","ACL PPF database lock acquire/release related message.","No action is required."
"ACLMGR","3","ACLMGR_GSYNC_ERROR","Error occured during global sync of ACL runtime database to standby, reason: [chars] , [chars]","ACL snapshot to send the copy of runtime database to standby failed","No action is required."
"ACLMGR","3","ACLMGR_PPF_ERROR","PPF error: [chars]","The PPF generated error","No action is required."
"ACLMGR","3","ACLMGR_PSS_CORRUPTED","[chars] PSS found corrupted","The ACLMGR service has detected corruption in one of its persistent information database. The database would be recreated.","No action is required."
"ACLMGR","3","ACLMGR_STAT_CONSOLIDATION_FAILURE","ACL statistic parsing or consolidation failed","A statistic update failed during the parsing or consolidation step; statistics may have been lost","No action is required."
"ACLMGR","3","ACLMGR_VACL_REDIRECTION_DISABLED_REMOVAL","VACL redirection to interface [chars] ([hex]) disabled: the port has been removed","A VACL redirection to the port has been deactivated because the port has been removed","No action is required."
"ACLMGR","3","ACLMGR_VERIFY_FAIL","Verify failed: [chars]","The PPF Verify failed","No action is required."
"ACLMGR","3","ACLMGR_COMMIT_FAIL","Commit failed: [chars]","The PPF commit failed","No action is required."
"ACLMGR","3","MTSERROR","[chars]","ACLMGR Service encountered an MTS error. [chars] specifies the context where the error occured.","No action is required."
"ACLMGR","4","ACLMGR_PPF_WARNING","PPF warning: [chars]","The PPF generated warning","No action is required."
"ACLMGR","4","ACLMGR_VACL_REDIRECTION_DISABLED_PCM","VACL redirection to interface [chars] ([hex]) disabled: the port became a portchannel member","A VACL redirection to the port has been temporarily deactivated because it is now a member in a port channel","No action is required."
"ACLMGR","4","PSS_VERSION_MISMATCH","PSS [dec] Code [dec]","There was a version mismatch between the ACLMGR service and one of its persistent storage databases. The persistent information has been translated to the new format.","No action is required."
"ACLMGR","6","ACLMGR_PPF_NOTIF","PPF notification: [chars]","The PPF generated notification","No action is required."
"ACLMGR","6","BECAME_ACTIVE","Became ACTIVE from standby mode","The ACLMGR service on the standby supervisor became active and it is ready to serve client requests.","No action is required."
"ACLMGR","6","BECAME_STDBY","Became STANDBY from active mode","The ACLMGR service became standby from active mode.","No action is required."
"ACLMGR","6","FAILED_TO_SEND_HEARTBEAT","Failed to send heartbeat to system manager: Reason=[chars]","The ACLMGR service was unable to send heartbeat to the system manger","No action is required."
"ACLMGR","6","SERVICE_UP","Initialized [chars]","The ACLMGR service is up and ready The service was initialized in [char] mode.","No action is required."
"ACLMGR","6","SRVEXIT","ACLMGR Service shutting down gracefully","ACLMGR Service is shutting down gracefully. This is an informational message.","No action is required."
"ACLMGR","6","SWITCHOVER","Switching Over to other Sup.","The ACLMGR service has successfully switched over to the standby supervisor card.","No action is required."
"ACLQOS-SLOT#","2","ACLQOS_FAILED","ACLQOS failure: [chars]","ACLQOS operation failed in the aclqos client","No DDTS."
"ACLQOS-SLOT#","2","ACLQOS_INBAND_INTERFACE_FAILURE","Inband interface lif lookup failed ([chars])","Inband interface lif lookup failed","No DDTS."
"ACLQOS-SLOT#","2","ACLQOS_MALLOC_FAILED","Memory allocation failed. [chars]","Memory allocation failed. This is a critical failure","No DDTS."
"ACLQOS-SLOT#","2","ACLQOS_OOTR","Tcam resource exhausted: [chars]","Tcam resources to program acls exhausted","No DDTS."
"ACLQOS-SLOT#","2","PPF_FAILED","Database failure: [chars]","Database operation failed in the aclqos client","No DDTS."
"ACLQOS-SLOT#","3","ACLQOS_CC_INVALID","Invalid Congestion Control parameters: [chars]","Invalid Congestion Control parameters","No DDTS."
"ACLQOS-SLOT#","3","ACLQOS_MCM_ERROR","MCM Message Inconsistent. Please collect MCM and ACLMgr Tech Support for all VDCs","MCM Message Inconsistent","No DDTS."
"ACLQOS-SLOT#","3","ACLQOS_PAUSE_INVALID","Invalid Pause parameters: [chars]","Invalid Pause parameters","No DDTS."
"ACLQOS-SLOT#","3","ACLQOS_QUEUING_ERROR","ACL/QoS queuing error: [chars]","Internal error in ACL/QoS queuing config","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_ATOMIC_ERR","[chars]","Tcam will be overused, please turn off atomic update","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_BC_OVER_THRESHOLD","Bank Chaining enabled: Inst [dec]susagehasreacheditsthreshold'","Tcam is almost full","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_FC_WARNING","Found stale FCoE entry in instance [dec]. VSAN: [dec], SID: [hex], DID: [hex], SI:[dec], SI_MASK:[dec], RW_VSAN: [dec], RW_VSAN_FLAG: [dec], RW_SID: [hex], RW_SID_FLAG: [dec], RW_DID: [hex]. RW_DID_FLAG: [dec] Cleaning it up.","Found stale FCoE entry in instance [dec]. VSAN: [dec], SID: 0x[hex], DID: 0x[hex], SI:[dec], SI_MASK:[dec], RW_VSAN:[dec], RW_VSAN_FLAG: [dec], RW_SID: 0x[hex], RW_SID_FLAG:[dec], RW_DID: 0x[hex]. RW_DID_FLAG: [dec] Cleaning it up.","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_MATCH_ALL_MERGE_UPDATE","Warning (match_all merging): [chars]","Warning (match_all merging)","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_OVER_THRESHOLD","Inst [dec] Tcam [dec] Bank [dec]susagehasreacheditsthreshold'","Tcam is almost full","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_QUEUING_COS2Q_INVALID","ACL/QoS invalid queuing policy because of cos map change: [chars] queue [chars], interface [chars]","Attemped to configure an invalid queuing policy","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_QUEUING_INVALID","ACL/QoS invalid queuing policy: [chars]","Attemped to configure an invalid queuing policy","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_UNDER_THRESHOLD","Tcam [dec] Bank [dec]'s usage is below the threshold now","Tcam's usage is below the threshold","No DDTS."
"ACLQOS-SLOT#","4","ACLQOS_WARNING","ACLQOS Warning: [chars]","ACLQOS Warnings","No DDTS."
"ACLQOS-SLOT#","5","ACLQOS_DISRUPTIVE_IPv6_UPDATE","Disruptive update of IPv6 compression entries","Disruptive IPv6 compression entries update","No DDTS."
"ACLQOS-SLOT#","5","ACLQOS_NON_ATOMIC","Non atomic ACL/QoS policy update done for [chars]","Non atomic ACL/QoS policy update was done","No DDTS."
"ACLTCAM","2","ACL_TCAM_ADJ_EXHAUSTED","ACLTCAM failed to program route for VSAN: [dec], SID: [chars] DID: [chars], error: [chars].","ACLTCAM process experienced a failure while programming route for VSAN [dec] SID [chars] DID [chars] due to resource exhaustion. [chars] is the error code.","No action is required."
"ACLTCAM","2","ACL_TCAM_ALMOST_FULL","TCAM close to FULL. [chars] TCAM Usage ([dec]/[dec]) exceeded [dec]% fwd-eng: [dec], [chars]","[chars] TCAM usage [dec]/[dec] exceeded [dec] percent on fwd-engine [dec], [chars]","No action is required."
"ACLTCAM","2","ACL_TCAM_CONFIG_READ_FROM_DRIVER_FAILED","[chars] [dec], Error: [hex].","Unable to read configuration from forwarding engine ASIC driver. [chars] [dec], Error: 0x[hex].","No action is required."
"ACLTCAM","2","ACL_TCAM_CONFIG_WRITE_TO_DRIVER_FAILED","[chars] [dec], Error: [hex].","Unable to write configuration to forwarding engine ASIC driver. [chars] [dec], Error: 0x[hex].","No action is required."
"ACLTCAM","2","ACL_TCAM_FLOW_STATS_READ_FAILED","Hardware flow stats read failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec], Error: [chars]).","Hardware flow stats read failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec] Error: [chars]).","No action is required."
"ACLTCAM","2","ACL_TCAM_INCONSISTENT_DATABASE","Database found inconsistent.","Database found inconsistent.","No action is required."
"ACLTCAM","2","ACL_TCAM_INCONSISTENT_TCAM_CONTENTS","TCAM contents found inconsistent.","TCAM contents are found inconsistent.","No action is required."
